TimeSlot,Available_Slots,Hour,Day,IsWeekend,Sin_Hour,Cos_Hour
99,5,3,2,0,0.3826834323650898,0.9238795325112866
100,9,4,2,0,0.4999999999999999,0.8660254037844386
101,9,5,2,0,0.6087614290087205,0.7933533402912353
102,5,6,2,0,0.7071067811865476,0.7071067811865477
103,9,7,2,0,0.7933533402912353,0.6087614290087207
104,7,8,2,0,0.8660254037844385,0.5000000000000001
105,8,9,2,0,0.9238795325112866,0.38268343236508984
106,5,10,2,0,0.9659258262890684,0.2588190451025208
107,8,11,2,0,0.9914448613738103,0.1305261922200517
108,9,12,2,0,1.0,6.123233995736766e-17
109,2,13,2,0,0.9914448613738103,-0.1305261922200516
110,0,14,2,0,0.9659258262890685,-0.2588190451025207
111,2,15,2,0,0.9238795325112868,-0.3826834323650895
112,0,16,2,0,0.8660254037844387,-0.4999999999999997
113,2,17,2,0,0.7933533402912353,-0.6087614290087205
114,1,18,2,0,0.7071067811865477,-0.7071067811865475
115,4,19,2,0,0.6087614290087208,-0.793353340291235
116,9,20,2,0,0.4999999999999999,-0.8660254037844386
117,6,21,2,0,0.3826834323650899,-0.9238795325112866
118,6,22,2,0,0.258819045102521,-0.9659258262890684
119,8,23,2,0,0.130526192220052,-0.9914448613738103
120,9,24,2,0,1.2246467991473532e-16,-1.0
121,9,25,2,0,-0.13052619222005177,-0.9914448613738102
122,2,26,2,0,-0.25881904510252085,-0.9659258262890684
123,6,27,2,0,-0.38268343236508967,-0.9238795325112867
124,0,28,2,0,-0.4999999999999997,-0.8660254037844387
125,3,29,2,0,-0.6087614290087205,-0.7933533402912353
126,3,30,2,0,-0.7071067811865471,-0.707106781186548
127,4,31,2,0,-0.793353340291235,-0.6087614290087209
128,6,32,2,0,-0.8660254037844383,-0.5000000000000003
129,6,33,2,0,-0.9238795325112867,-0.3826834323650895
130,0,34,2,0,-0.9659258262890684,-0.2588190451025207
131,1,35,2,0,-0.9914448613738103,-0.13052619222005163
132,2,36,2,0,-1.0,-1.8369701987210297e-16
133,1,37,2,0,-0.9914448613738103,0.13052619222005127
134,1,38,2,0,-0.9659258262890685,0.25881904510252035
135,9,39,2,0,-0.9238795325112868,0.3826834323650892
136,8,40,2,0,-0.8660254037844385,0.5
137,4,41,2,0,-0.7933533402912358,0.6087614290087198
138,5,42,2,0,-0.7071067811865477,0.7071067811865474
139,3,43,2,0,-0.6087614290087209,0.793353340291235
140,7,44,2,0,-0.5000000000000003,0.8660254037844383
141,6,45,2,0,-0.38268343236508956,0.9238795325112867
142,6,46,2,0,-0.25881904510252157,0.9659258262890682
143,6,47,2,0,-0.13052619222005168,0.9914448613738102
144,7,0,3,0,0.0,1.0
145,6,1,3,0,0.13052619222005157,0.9914448613738102
146,6,2,3,0,0.2588190451025208,0.9659258262890684
147,6,3,3,0,0.3826834323650898,0.9238795325112866
148,5,4,3,0,0.4999999999999999,0.8660254037844386
149,5,5,3,0,0.6087614290087205,0.7933533402912353
150,5,6,3,0,0.7071067811865476,0.7071067811865477
151,7,7,3,0,0.7933533402912353,0.6087614290087207
152,9,8,3,0,0.8660254037844385,0.5000000000000001
153,6,9,3,0,0.9238795325112866,0.38268343236508984
154,6,10,3,0,0.9659258262890684,0.2588190451025208
155,7,11,3,0,0.9914448613738103,0.1305261922200517
156,6,12,3,0,1.0,6.123233995736766e-17
157,2,13,3,0,0.9914448613738103,-0.1305261922200516
158,0,14,3,0,0.9659258262890685,-0.2588190451025207
159,0,15,3,0,0.9238795325112868,-0.3826834323650895
160,1,16,3,0,0.8660254037844387,-0.4999999999999997
161,2,17,3,0,0.7933533402912353,-0.6087614290087205
162,0,18,3,0,0.7071067811865477,-0.7071067811865475
163,3,19,3,0,0.6087614290087208,-0.793353340291235
164,0,20,3,0,0.4999999999999999,-0.8660254037844386
165,0,21,3,0,0.3826834323650899,-0.9238795325112866
166,9,22,3,0,0.258819045102521,-0.9659258262890684
167,3,23,3,0,0.130526192220052,-0.9914448613738103
168,6,24,3,0,1.2246467991473532e-16,-1.0
169,1,25,3,0,-0.13052619222005177,-0.9914448613738102
170,2,26,3,0,-0.25881904510252085,-0.9659258262890684
171,0,27,3,0,-0.38268343236508967,-0.9238795325112867
172,4,28,3,0,-0.4999999999999997,-0.8660254037844387
173,0,29,3,0,-0.6087614290087205,-0.7933533402912353
174,7,30,3,0,-0.7071067811865471,-0.707106781186548
175,0,31,3,0,-0.793353340291235,-0.6087614290087209
176,0,32,3,0,-0.8660254037844383,-0.5000000000000003
177,1,33,3,0,-0.9238795325112867,-0.3826834323650895
178,0,34,3,0,-0.9659258262890684,-0.2588190451025207
179,0,35,3,0,-0.9914448613738103,-0.13052619222005163
180,1,36,3,0,-1.0,-1.8369701987210297e-16
181,1,37,3,0,-0.9914448613738103,0.13052619222005127
182,2,38,3,0,-0.9659258262890685,0.25881904510252035
183,0,39,3,0,-0.9238795325112868,0.3826834323650892
184,2,40,3,0,-0.8660254037844385,0.5
185,1,41,3,0,-0.7933533402912358,0.6087614290087198
186,4,42,3,0,-0.7071067811865477,0.7071067811865474
187,9,43,3,0,-0.6087614290087209,0.793353340291235
188,8,44,3,0,-0.5000000000000003,0.8660254037844383
189,6,45,3,0,-0.38268343236508956,0.9238795325112867
190,6,46,3,0,-0.25881904510252157,0.9659258262890682
191,6,47,3,0,-0.13052619222005168,0.9914448613738102
192,7,0,4,0,0.0,1.0
193,5,1,4,0,0.13052619222005157,0.9914448613738102
194,6,2,4,0,0.2588190451025208,0.9659258262890684
195,9,3,4,0,0.3826834323650898,0.9238795325112866
196,6,4,4,0,0.4999999999999999,0.8660254037844386
197,6,5,4,0,0.6087614290087205,0.7933533402912353
198,5,6,4,0,0.7071067811865476,0.7071067811865477
199,8,7,4,0,0.7933533402912353,0.6087614290087207
200,6,8,4,0,0.8660254037844385,0.5000000000000001
201,7,9,4,0,0.9238795325112866,0.38268343236508984
202,8,10,4,0,0.9659258262890684,0.2588190451025208
203,9,11,4,0,0.9914448613738103,0.1305261922200517
204,5,12,4,0,1.0,6.123233995736766e-17
205,3,13,4,0,0.9914448613738103,-0.1305261922200516
206,0,14,4,0,0.9659258262890685,-0.2588190451025207
207,0,15,4,0,0.9238795325112868,-0.3826834323650895
208,2,16,4,0,0.8660254037844387,-0.4999999999999997
209,1,17,4,0,0.7933533402912353,-0.6087614290087205
210,0,18,4,0,0.7071067811865477,-0.7071067811865475
211,3,19,4,0,0.6087614290087208,-0.793353340291235
212,6,20,4,0,0.4999999999999999,-0.8660254037844386
213,3,21,4,0,0.3826834323650899,-0.9238795325112866
214,8,22,4,0,0.258819045102521,-0.9659258262890684
215,0,23,4,0,0.130526192220052,-0.9914448613738103
216,7,24,4,0,1.2246467991473532e-16,-1.0
217,6,25,4,0,-0.13052619222005177,-0.9914448613738102
218,1,26,4,0,-0.25881904510252085,-0.9659258262890684
219,7,27,4,0,-0.38268343236508967,-0.9238795325112867
220,0,28,4,0,-0.4999999999999997,-0.8660254037844387
221,8,29,4,0,-0.6087614290087205,-0.7933533402912353
222,8,30,4,0,-0.7071067811865471,-0.707106781186548
223,1,31,4,0,-0.793353340291235,-0.6087614290087209
224,6,32,4,0,-0.8660254037844383,-0.5000000000000003
225,9,33,4,0,-0.9238795325112867,-0.3826834323650895
226,1,34,4,0,-0.9659258262890684,-0.2588190451025207
227,2,35,4,0,-0.9914448613738103,-0.13052619222005163
228,2,36,4,0,-1.0,-1.8369701987210297e-16
229,2,37,4,0,-0.9914448613738103,0.13052619222005127
230,0,38,4,0,-0.9659258262890685,0.25881904510252035
231,0,39,4,0,-0.9238795325112868,0.3826834323650892
232,1,40,4,0,-0.8660254037844385,0.5
233,0,41,4,0,-0.7933533402912358,0.6087614290087198
234,4,42,4,0,-0.7071067811865477,0.7071067811865474
235,4,43,4,0,-0.6087614290087209,0.793353340291235
236,6,44,4,0,-0.5000000000000003,0.8660254037844383
237,8,45,4,0,-0.38268343236508956,0.9238795325112867
238,6,46,4,0,-0.25881904510252157,0.9659258262890682
239,2,47,4,0,-0.13052619222005168,0.9914448613738102
